date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:07	815/815	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:47:26%20GMT	https://seucreditohoje.site/direto/assets/css/?C=D;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/css/index30b5.html	(from https://seucreditohoje.site/direto/assets/css/)
16:48:33	820/820	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:47:52%20GMT	https://seucreditohoje.site/direto/assets/images/?C=N;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/images/indexc052.html	(from https://seucreditohoje.site/direto/assets/images/)
16:48:34	820/820	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:47:52%20GMT	https://seucreditohoje.site/direto/assets/images/?C=M;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/images/indexf8a0.html	(from https://seucreditohoje.site/direto/assets/images/)
16:48:35	820/820	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:47:54%20GMT	https://seucreditohoje.site/direto/assets/images/?C=S;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/images/indexbfec.html	(from https://seucreditohoje.site/direto/assets/images/)
16:48:50	820/820	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:48:09%20GMT	https://seucreditohoje.site/direto/assets/images/?C=D;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/images/index30b5.html	(from https://seucreditohoje.site/direto/assets/images/)
16:49:17	989/989	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:48:35%20GMT	https://seucreditohoje.site/direto/assets/js/?C=N;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/js/indexc052.html	(from https://seucreditohoje.site/direto/assets/js/)
16:49:17	989/989	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:48:35%20GMT	https://seucreditohoje.site/direto/assets/js/?C=M;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/js/indexf8a0.html	(from https://seucreditohoje.site/direto/assets/js/)
16:49:19	989/989	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:48:37%20GMT	https://seucreditohoje.site/direto/assets/js/?C=S;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/js/indexbfec.html	(from https://seucreditohoje.site/direto/assets/js/)
16:49:34	989/989	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:48:52%20GMT	https://seucreditohoje.site/direto/assets/js/?C=D;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/js/index30b5.html	(from https://seucreditohoje.site/direto/assets/js/)
16:50:00	3205/3205	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:49:19%20GMT	https://seucreditohoje.site/direto/ups/?C=N;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/indexb70a.html	(from https://seucreditohoje.site/direto/ups/?C=N;O=D)
16:50:00	3205/3205	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:49:19%20GMT	https://seucreditohoje.site/direto/ups/?C=M;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/index72c9.html	(from https://seucreditohoje.site/direto/ups/?C=M;O=A)
16:50:01	3205/3205	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:49:21%20GMT	https://seucreditohoje.site/direto/ups/?C=S;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/index5851.html	(from https://seucreditohoje.site/direto/ups/?C=S;O=A)
16:50:01	3205/3205	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:49:35%20GMT	https://seucreditohoje.site/direto/ups/?C=D;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/indexad3f.html	(from https://seucreditohoje.site/direto/ups/?C=D;O=A)
16:50:02	2245/2245	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:50:02%20GMT	https://seucreditohoje.site/direto/ups/assets/?C=N;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/indexc052.html	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:04	189821/189821	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/assets/app-foto.png	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/app-foto.png	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:04	2245/2245	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:50:02%20GMT	https://seucreditohoje.site/direto/ups/assets/?C=M;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/indexf8a0.html	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:04	2245/2245	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:50:02%20GMT	https://seucreditohoje.site/direto/ups/assets/?C=D;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/index30b5.html	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:04	2245/2245	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:50:03%20GMT	https://seucreditohoje.site/direto/ups/assets/?C=S;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/indexbfec.html	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:05	82401/82401	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/assets/bc-logo.png	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/bc-logo.png	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:05	824/824	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:50:06%20GMT	https://seucreditohoje.site/direto/ups/assets/js/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/js/index.html	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:05	9935/9935	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/assets/pix-logo.svg	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/pix-logo.svg	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:06	5006/5006	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/assets/style.css	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/style.css	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:07	198119/198119	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/assets/logo.png	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/logo.png	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:08	60501/60501	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/assets/xlogo.png	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/xlogo.png	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:08	12430/12430	---MCZ	200	added ('OK')	text/javascript	etag:W/%22efe61894addf749077304018579f5727%22	https://cdn.utmify.com.br/scripts/utms/latest.js	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/cdn.utmify.com.br/scripts/utms/latest.js	(from https://seucreditohoje.site/direto/ups/back/)
16:50:08	71/71	---M--	302	error ('Found')	text/plain	date:Thu,%2022%20May%202025%2019:50:09%20GMT	https://unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.js	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.23.delayed	(from https://seucreditohoje.site/direto/ups/back/)
16:50:08	383981/383981	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:16:14%20GMT	https://unpkg.com/@lottiefiles/lottie-player@2.0.12/dist/lottie-player.js	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/unpkg.com/@lottiefiles/lottie-player@2.0.12/dist/lottie-player.js	(from https://seucreditohoje.site/direto/ups/back/)
16:50:09	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2019:50:09%20GMT	https://seucreditohoje.site/mnt/data/logo.png	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/mnt/data/logo.png	(from https://seucreditohoje.site/direto/ups/back/)
16:50:09	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2019:50:09%20GMT	https://seucreditohoje.site/direto/ups/back/transparent	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/back/transparent	(from https://seucreditohoje.site/direto/ups/back/)
16:50:10	2675/2675	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20May%202025%2001:29:35%20GMT	https://seucreditohoje.site/direto/ups/assets/js/links.js	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/js/links.js	(from https://seucreditohoje.site/direto/ups/up1/)
16:50:11	39255/39255	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/ups/up4/images/nfe.png	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up4/images/nfe.png	(from https://seucreditohoje.site/direto/ups/up4/)
16:50:11	367086/367086	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:23:13%20GMT	https://unpkg.com/@lottiefiles/lottie-player@1.7.0/dist/lottie-player.js	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/unpkg.com/@lottiefiles/lottie-player@1.7.0/dist/lottie-player.js	(from https://seucreditohoje.site/direto/ups/up7/)
16:50:12	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2019:50:12%20GMT	https://seucreditohoje.site/direto/ups/up7/transparent	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up7/transparent	(from https://seucreditohoje.site/direto/ups/up7/)
16:50:12	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2019:50:12%20GMT	https://seucreditohoje.site/direto/ups/up8/transparent	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up8/transparent	(from https://seucreditohoje.site/direto/ups/up8/)
16:50:13	3427886/3427886	---M--	200	added ('OK')	video/mp4	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/assets/video-prestamista.mp4	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/video-prestamista.mp4	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:13	5283/5283	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up2/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up2/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:14	22142/22142	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up3/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up3/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:14	21248/21248	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/ups/up4/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up4/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:14	6139/6139	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/ups/up5/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up5/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:14	4109/4109	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/ups/up6/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up6/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:15	3385760/3385760	---M--	200	added ('OK')	video/mp4	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/assets/video-iof.mp4	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/video-iof.mp4	(from https://seucreditohoje.site/direto/ups/assets/)
16:50:15	4949/4949	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up7/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up7/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:15	3878/3878	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up8/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up8/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:15	2794/2794	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up9/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up9/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:16	4304/4304	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/ups/up10/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up10/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:16	4576/4576	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up11/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up11/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:16	4161/4161	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up12/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up12/index-2.html	(from https://seucreditohoje.site/direto/ups/vega/)
16:50:17	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.0/font/bootstrap-icons.css)
16:50:59	815/815	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:50:18%20GMT	https://seucreditohoje.site/direto/assets/css/?C=N;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/css/indexb70a.html	(from https://seucreditohoje.site/direto/assets/css/?C=N;O=D)
16:50:59	815/815	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:50:18%20GMT	https://seucreditohoje.site/direto/assets/css/?C=M;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/css/index72c9.html	(from https://seucreditohoje.site/direto/assets/css/?C=M;O=A)
16:51:00	815/815	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:50:19%20GMT	https://seucreditohoje.site/direto/assets/css/?C=D;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/css/indexad3f.html	(from https://seucreditohoje.site/direto/assets/css/?C=D;O=A)
16:51:00	815/815	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:50:19%20GMT	https://seucreditohoje.site/direto/assets/css/?C=S;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/css/index5851.html	(from https://seucreditohoje.site/direto/assets/css/?C=S;O=A)
16:51:42	820/820	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:51:01%20GMT	https://seucreditohoje.site/direto/assets/images/?C=N;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/images/indexb70a.html	(from https://seucreditohoje.site/direto/assets/images/?C=N;O=D)
16:51:42	820/820	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:51:01%20GMT	https://seucreditohoje.site/direto/assets/images/?C=M;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/images/index72c9.html	(from https://seucreditohoje.site/direto/assets/images/?C=M;O=A)
16:51:43	820/820	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:51:02%20GMT	https://seucreditohoje.site/direto/assets/images/?C=S;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/images/index5851.html	(from https://seucreditohoje.site/direto/assets/images/?C=S;O=A)
16:51:43	820/820	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:51:02%20GMT	https://seucreditohoje.site/direto/assets/images/?C=D;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/images/indexad3f.html	(from https://seucreditohoje.site/direto/assets/images/?C=D;O=A)
16:52:25	989/989	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:51:44%20GMT	https://seucreditohoje.site/direto/assets/js/?C=N;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/js/indexb70a.html	(from https://seucreditohoje.site/direto/assets/js/?C=N;O=D)
16:52:25	989/989	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:51:44%20GMT	https://seucreditohoje.site/direto/assets/js/?C=M;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/js/index72c9.html	(from https://seucreditohoje.site/direto/assets/js/?C=M;O=A)
16:52:26	989/989	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:51:45%20GMT	https://seucreditohoje.site/direto/assets/js/?C=S;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/js/index5851.html	(from https://seucreditohoje.site/direto/assets/js/?C=S;O=A)
16:52:27	989/989	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:51:45%20GMT	https://seucreditohoje.site/direto/assets/js/?C=D;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/js/indexad3f.html	(from https://seucreditohoje.site/direto/assets/js/?C=D;O=A)
16:53:08	2245/2245	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:52:27%20GMT	https://seucreditohoje.site/direto/ups/assets/?C=N;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/indexb70a.html	(from https://seucreditohoje.site/direto/ups/assets/?C=N;O=D)
16:53:08	2245/2245	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:52:27%20GMT	https://seucreditohoje.site/direto/ups/assets/?C=M;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/index72c9.html	(from https://seucreditohoje.site/direto/ups/assets/?C=M;O=A)
16:53:09	2245/2245	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:52:28%20GMT	https://seucreditohoje.site/direto/ups/assets/?C=S;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/index5851.html	(from https://seucreditohoje.site/direto/ups/assets/?C=S;O=A)
16:53:10	2245/2245	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:52:28%20GMT	https://seucreditohoje.site/direto/ups/assets/?C=D;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/indexad3f.html	(from https://seucreditohoje.site/direto/ups/assets/?C=D;O=A)
